"仓库(填写编号，例如001,002)",物流方式（填写名称，比如Fedex Ground）,国家简码,邮编起,邮编止,属性(填写数字：0普通 1偏远 2超级偏远),备注
004,MBB DEUPS,ES,32336,32413,3,
004,MBB DEUPS,ES,32415,32436,3,
004,MBB DEUPS,ES,32438,32459,3,
004,MBB DEUPS,ES,32510,32510,3,
004,MBB DEUPS,ES,32512,32514,3,
004,MBB DEUPS,ES,32519,32575,3,
004,MBB DEUPS,ES,32577,32593,3,
004,MBB DEUPS,ES,32610,32616,3,
004,MBB DEUPS,ES,32618,32618,3,
004,MBB DEUPS,ES,32621,32621,3,
004,MBB DEUPS,ES,32624,32625,3,
004,MBB DEUPS,ES,32630,32634,3,
004,MBB DEUPS,ES,32636,32708,3,
004,MBB DEUPS,ES,32711,32900,3,
004,MBB DEUPS,ES,32907,32910,3,
004,MBB DEUPS,ES,32912,32924,3,
004,MBB DEUPS,ES,32926,32960,3,
004,MBB DEUPS,ES,32971,32981,3,
004,MBB DEUPS,ES,32983,32999,3,
004,MBB DEUPS,ES,33100,33114,3,
004,MBB DEUPS,ES,33116,33191,3,
004,MBB DEUPS,ES,33193,33196,3,
004,MBB DEUPS,ES,33299,33350,3,
004,MBB DEUPS,ES,33394,33394,3,
004,MBB DEUPS,ES,33410,33416,3,
004,MBB DEUPS,ES,33418,33418,3,
004,MBB DEUPS,ES,33425,33427,3,
004,MBB DEUPS,ES,33430,33509,3,
004,MBB DEUPS,ES,33518,33524,3,
004,MBB DEUPS,ES,33526,33599,3,
004,MBB DEUPS,ES,33610,33681,3,
004,MBB DEUPS,ES,33683,33708,3,
004,MBB DEUPS,ES,33716,33798,3,
004,MBB DEUPS,ES,33800,33846,3,
004,MBB DEUPS,ES,33848,33899,3,
004,MBB DEUPS,ES,33901,33925,3,
004,MBB DEUPS,ES,33927,33928,3,
004,MBB DEUPS,ES,33934,33937,3,
004,MBB DEUPS,ES,33939,33944,3,
004,MBB DEUPS,ES,33946,33948,3,
004,MBB DEUPS,ES,33950,33979,3,
004,MBB DEUPS,ES,33981,33999,3,
004,MBB DEUPS,ES,34100,34133,3,
004,MBB DEUPS,ES,34135,34147,3,
004,MBB DEUPS,ES,34150,34244,3,
004,MBB DEUPS,ES,34246,34307,3,
004,MBB DEUPS,ES,34309,34338,3,
004,MBB DEUPS,ES,34340,34347,3,
004,MBB DEUPS,ES,34349,34408,3,
004,MBB DEUPS,ES,34410,34447,3,
004,MBB DEUPS,ES,34449,34451,3,
004,MBB DEUPS,ES,34453,34458,3,
004,MBB DEUPS,ES,34460,34470,3,
004,MBB DEUPS,ES,34473,34475,3,
004,MBB DEUPS,ES,34477,34799,3,
004,MBB DEUPS,ES,34801,34879,3,
004,MBB DEUPS,ES,34881,34884,3,
004,MBB DEUPS,ES,34886,34999,3,
004,MBB DEUPS,ES,36110,36139,3,
004,MBB DEUPS,ES,36141,36161,3,
004,MBB DEUPS,ES,36163,36199,3,
004,MBB DEUPS,ES,36307,36309,3,
004,MBB DEUPS,ES,36360,36360,3,
004,MBB DEUPS,ES,36410,36414,3,
004,MBB DEUPS,ES,36420,36438,3,
004,MBB DEUPS,ES,36440,36494,3,
004,MBB DEUPS,ES,36510,36516,3,
004,MBB DEUPS,ES,36518,36539,3,
004,MBB DEUPS,ES,36542,36599,3,
004,MBB DEUPS,ES,36611,36614,3,
004,MBB DEUPS,ES,36617,36619,3,
004,MBB DEUPS,ES,36626,36629,3,
004,MBB DEUPS,ES,36638,36649,3,
004,MBB DEUPS,ES,36651,36679,3,
004,MBB DEUPS,ES,36681,36693,3,
004,MBB DEUPS,ES,36712,36715,3,
004,MBB DEUPS,ES,36729,36739,3,
004,MBB DEUPS,ES,36746,36765,3,
004,MBB DEUPS,ES,36767,36779,3,
004,MBB DEUPS,ES,36788,36794,3,
004,MBB DEUPS,ES,36810,36851,3,
004,MBB DEUPS,ES,36853,36856,3,
004,MBB DEUPS,ES,36858,36859,3,
004,MBB DEUPS,ES,36861,36879,3,
004,MBB DEUPS,ES,36883,36893,3,
004,MBB DEUPS,ES,36895,36895,3,
004,MBB DEUPS,ES,36910,36914,3,
004,MBB DEUPS,ES,36937,36939,3,
004,MBB DEUPS,ES,36945,36949,3,
004,MBB DEUPS,ES,36955,36959,3,
004,MBB DEUPS,ES,36966,36979,3,
004,MBB DEUPS,ES,36992,36999,3,
004,MBB DEUPS,ES,37100,37111,3,
004,MBB DEUPS,ES,37113,37118,3,
004,MBB DEUPS,ES,37120,37148,3,
004,MBB DEUPS,ES,37150,37183,3,
004,MBB DEUPS,ES,37185,37212,3,
004,MBB DEUPS,ES,37214,37214,3,
004,MBB DEUPS,ES,37216,37217,3,
004,MBB DEUPS,ES,37219,37248,3,
004,MBB DEUPS,ES,37250,37271,3,
004,MBB DEUPS,ES,37273,37279,3,
004,MBB DEUPS,ES,37281,37406,3,
004,MBB DEUPS,ES,37408,37454,3,
004,MBB DEUPS,ES,37456,37458,3,
004,MBB DEUPS,ES,37460,37463,3,
004,MBB DEUPS,ES,37465,37468,3,
004,MBB DEUPS,ES,37470,37481,3,
004,MBB DEUPS,ES,37488,37495,3,
004,MBB DEUPS,ES,37497,37497,3,
004,MBB DEUPS,ES,37499,37499,3,
004,MBB DEUPS,ES,37501,37510,3,
004,MBB DEUPS,ES,37515,37619,3,
004,MBB DEUPS,ES,37621,37622,3,
004,MBB DEUPS,ES,37624,37690,3,
004,MBB DEUPS,ES,37695,37699,3,
004,MBB DEUPS,ES,37701,37724,3,
004,MBB DEUPS,ES,37727,37727,3,
004,MBB DEUPS,ES,37729,37760,3,
004,MBB DEUPS,ES,37762,37871,3,
004,MBB DEUPS,ES,37873,37879,3,
004,MBB DEUPS,ES,37881,37899,3,
004,MBB DEUPS,ES,37901,37999,3,
004,MBB DEUPS,ES,39100,39197,3,
004,MBB DEUPS,ES,39211,39228,3,
004,MBB DEUPS,ES,39230,39230,3,
004,MBB DEUPS,ES,39232,39232,3,
004,MBB DEUPS,ES,39234,39247,3,
004,MBB DEUPS,ES,39250,39289,3,
004,MBB DEUPS,ES,39291,39294,3,
004,MBB DEUPS,ES,39310,39360,3,
004,MBB DEUPS,ES,39407,39416,3,
004,MBB DEUPS,ES,39418,39499,3,
004,MBB DEUPS,ES,39501,39507,3,
004,MBB DEUPS,ES,39509,39528,3,
004,MBB DEUPS,ES,39530,39551,3,
004,MBB DEUPS,ES,39553,39595,3,
004,MBB DEUPS,ES,39608,39608,3,
004,MBB DEUPS,ES,39612,39677,3,
004,MBB DEUPS,ES,39679,39699,3,
004,MBB DEUPS,ES,39706,39708,3,
004,MBB DEUPS,ES,39710,39720,3,
004,MBB DEUPS,ES,39722,39724,3,
004,MBB DEUPS,ES,39726,39736,3,
004,MBB DEUPS,ES,39738,39738,3,
004,MBB DEUPS,ES,39749,39766,3,
004,MBB DEUPS,ES,39776,39806,3,
004,MBB DEUPS,ES,39808,39809,3,
004,MBB DEUPS,ES,39811,39820,3,
004,MBB DEUPS,ES,39849,39889,3,
004,MBB DEUPS,ES,39891,39999,3,
004,MBB DEUPS,ES,40100,40142,3,
004,MBB DEUPS,ES,40144,40173,3,
004,MBB DEUPS,ES,40175,40177,3,
004,MBB DEUPS,ES,40179,40184,3,
004,MBB DEUPS,ES,40186,40199,3,
004,MBB DEUPS,ES,40201,40209,3,
004,MBB DEUPS,ES,40213,40217,3,
004,MBB DEUPS,ES,40219,40230,3,
004,MBB DEUPS,ES,40234,40234,3,
004,MBB DEUPS,ES,40237,40293,3,
004,MBB DEUPS,ES,40295,40309,3,
004,MBB DEUPS,ES,40311,40355,3,
004,MBB DEUPS,ES,40357,40357,3,
004,MBB DEUPS,ES,40359,40393,3,
004,MBB DEUPS,ES,40395,40399,3,
004,MBB DEUPS,ES,40401,40408,3,
004,MBB DEUPS,ES,40410,40418,3,
004,MBB DEUPS,ES,40420,40448,3,
004,MBB DEUPS,ES,40450,40490,3,
004,MBB DEUPS,ES,40494,40512,3,
004,MBB DEUPS,ES,40514,40514,3,
004,MBB DEUPS,ES,40516,40516,3,
004,MBB DEUPS,ES,40518,40530,3,
004,MBB DEUPS,ES,40532,40551,3,
004,MBB DEUPS,ES,40554,40554,3,
004,MBB DEUPS,ES,40556,40567,3,
004,MBB DEUPS,ES,40569,40593,3,
004,MBB DEUPS,ES,40595,40999,3,
004,MBB DEUPS,ES,41110,41119,3,
004,MBB DEUPS,ES,41140,41300,3,
004,MBB DEUPS,ES,41318,41328,3,
004,MBB DEUPS,ES,41330,41390,3,
004,MBB DEUPS,ES,41409,41409,3,
004,MBB DEUPS,ES,41420,41439,3,
004,MBB DEUPS,ES,41449,41479,3,
004,MBB DEUPS,ES,41550,41550,3,
004,MBB DEUPS,ES,41564,41599,3,
004,MBB DEUPS,ES,41610,41610,3,
004,MBB DEUPS,ES,41630,41630,3,
004,MBB DEUPS,ES,41650,41670,3,
004,MBB DEUPS,ES,41719,41719,3,
004,MBB DEUPS,ES,41727,41729,3,
004,MBB DEUPS,ES,41749,41780,3,
004,MBB DEUPS,ES,41804,41830,3,
004,MBB DEUPS,ES,41849,41899,3,
004,MBB DEUPS,ES,41908,41908,3,
004,MBB DEUPS,ES,41928,41928,3,
004,MBB DEUPS,ES,41970,41970,3,
004,MBB DEUPS,ES,41989,41999,3,
004,MBB DEUPS,ES,42100,42104,3,
004,MBB DEUPS,ES,42107,42110,3,
004,MBB DEUPS,ES,42112,42113,3,
004,MBB DEUPS,ES,42118,42118,3,
004,MBB DEUPS,ES,42120,42120,3,
004,MBB DEUPS,ES,42122,42122,3,
004,MBB DEUPS,ES,42125,42130,3,
004,MBB DEUPS,ES,42132,42136,3,
004,MBB DEUPS,ES,42138,42142,3,
004,MBB DEUPS,ES,42145,42151,3,
004,MBB DEUPS,ES,42153,42159,3,
004,MBB DEUPS,ES,42161,42162,3,
004,MBB DEUPS,ES,42164,42175,3,
004,MBB DEUPS,ES,42179,42181,3,
004,MBB DEUPS,ES,42183,42184,3,
004,MBB DEUPS,ES,42186,42194,3,
004,MBB DEUPS,ES,42197,42216,3,
004,MBB DEUPS,ES,42218,42248,3,
004,MBB DEUPS,ES,42250,42292,3,
004,MBB DEUPS,ES,42294,42294,3,
004,MBB DEUPS,ES,42296,42299,3,
004,MBB DEUPS,ES,42301,42313,3,
004,MBB DEUPS,ES,42315,42315,3,
004,MBB DEUPS,ES,42317,42351,3,
004,MBB DEUPS,ES,42354,42368,3,
004,MBB DEUPS,ES,42370,42391,3,
004,MBB DEUPS,ES,42393,42999,3,
004,MBB DEUPS,ES,43101,43109,3,
004,MBB DEUPS,ES,43111,43119,3,
004,MBB DEUPS,ES,43121,43129,3,
004,MBB DEUPS,ES,43131,43139,3,
004,MBB DEUPS,ES,43142,43154,3,
004,MBB DEUPS,ES,43156,43177,3,
004,MBB DEUPS,ES,43300,43329,3,
004,MBB DEUPS,ES,43331,43390,3,
004,MBB DEUPS,ES,43392,43394,3,
004,MBB DEUPS,ES,43396,43399,3,
004,MBB DEUPS,ES,43401,43412,3,
004,MBB DEUPS,ES,43414,43459,3,
004,MBB DEUPS,ES,43461,43469,3,
004,MBB DEUPS,ES,43471,43479,3,
004,MBB DEUPS,ES,43482,43491,3,
004,MBB DEUPS,ES,43510,43519,3,
004,MBB DEUPS,ES,43521,43530,3,
004,MBB DEUPS,ES,43548,43570,3,
004,MBB DEUPS,ES,43590,43597,3,
004,MBB DEUPS,ES,43712,43718,3,
004,MBB DEUPS,ES,43720,43759,3,
004,MBB DEUPS,ES,43761,43764,3,
004,MBB DEUPS,ES,43766,43792,3,
004,MBB DEUPS,ES,43811,43811,3,
004,MBB DEUPS,ES,43813,43817,3,
004,MBB DEUPS,ES,43839,43839,3,
004,MBB DEUPS,ES,43877,43881,3,
004,MBB DEUPS,ES,43884,43891,3,
004,MBB DEUPS,ES,43894,43896,3,
004,MBB DEUPS,ES,43898,43999,3,
004,MBB DEUPS,ES,44100,44569,3,
004,MBB DEUPS,ES,44571,44597,3,
004,MBB DEUPS,ES,44610,44760,3,
004,MBB DEUPS,ES,44762,44999,3,
004,MBB DEUPS,ES,45101,45110,3,
004,MBB DEUPS,ES,45112,45191,3,
004,MBB DEUPS,ES,45211,45216,3,
004,MBB DEUPS,ES,45218,45219,3,
004,MBB DEUPS,ES,45221,45222,3,
004,MBB DEUPS,ES,45224,45249,3,
004,MBB DEUPS,ES,45251,45279,3,
004,MBB DEUPS,ES,45281,45289,3,
004,MBB DEUPS,ES,45291,45329,3,
004,MBB DEUPS,ES,45331,45489,3,
004,MBB DEUPS,ES,45511,45511,3,
004,MBB DEUPS,ES,45513,45519,3,
004,MBB DEUPS,ES,45521,45550,3,
004,MBB DEUPS,ES,45553,45553,3,
004,MBB DEUPS,ES,45555,45565,3,
004,MBB DEUPS,ES,45567,45594,3,
004,MBB DEUPS,ES,45610,45695,3,
004,MBB DEUPS,ES,45720,45799,3,
004,MBB DEUPS,ES,45801,45999,3,
004,MBB DEUPS,ES,46112,46112,3,
004,MBB DEUPS,ES,46114,46114,3,
004,MBB DEUPS,ES,46116,46116,3,
004,MBB DEUPS,ES,46118,46119,3,
004,MBB DEUPS,ES,46127,46127,3,
004,MBB DEUPS,ES,46135,46135,3,
004,MBB DEUPS,ES,46137,46137,3,
004,MBB DEUPS,ES,46139,46149,3,
004,MBB DEUPS,ES,46164,46179,3,
004,MBB DEUPS,ES,46182,46182,3,
004,MBB DEUPS,ES,46191,46199,3,
004,MBB DEUPS,ES,46229,46229,3,
004,MBB DEUPS,ES,46261,46269,3,
004,MBB DEUPS,ES,46292,46292,3,
004,MBB DEUPS,ES,46294,46295,3,
004,MBB DEUPS,ES,46310,46339,3,
004,MBB DEUPS,ES,46350,46369,3,
004,MBB DEUPS,ES,46388,46389,3,
004,MBB DEUPS,ES,46391,46393,3,
004,MBB DEUPS,ES,46408,46409,3,
004,MBB DEUPS,ES,46417,46429,3,
004,MBB DEUPS,ES,46431,46438,3,
004,MBB DEUPS,ES,46511,46512,3,
004,MBB DEUPS,ES,46529,46529,3,
004,MBB DEUPS,ES,46590,46591,3,
004,MBB DEUPS,ES,46593,46593,3,
004,MBB DEUPS,ES,46611,46629,3,
004,MBB DEUPS,ES,46631,46639,3,
004,MBB DEUPS,ES,46649,46649,3,
004,MBB DEUPS,ES,46659,46670,3,
004,MBB DEUPS,ES,46687,46689,3,
004,MBB DEUPS,ES,46692,46692,3,
004,MBB DEUPS,ES,46710,46711,3,
004,MBB DEUPS,ES,46714,46721,3,
004,MBB DEUPS,ES,46723,46726,3,
004,MBB DEUPS,ES,46728,46728,3,
004,MBB DEUPS,ES,46749,46759,3,
004,MBB DEUPS,ES,46792,46792,3,
004,MBB DEUPS,ES,46810,46811,3,
004,MBB DEUPS,ES,46813,46814,3,
004,MBB DEUPS,ES,46816,46829,3,
004,MBB DEUPS,ES,46831,46844,3,
004,MBB DEUPS,ES,46868,46868,3,
004,MBB DEUPS,ES,46891,46891,3,
004,MBB DEUPS,ES,46894,46894,3,
004,MBB DEUPS,ES,47101,47120,3,
004,MBB DEUPS,ES,47122,47134,3,
004,MBB DEUPS,ES,47150,47150,3,
004,MBB DEUPS,ES,47152,47153,3,
004,MBB DEUPS,ES,47160,47161,3,
004,MBB DEUPS,ES,47164,47168,3,
004,MBB DEUPS,ES,47170,47171,3,
004,MBB DEUPS,ES,47173,47176,3,
004,MBB DEUPS,ES,47178,47179,3,
004,MBB DEUPS,ES,47182,47182,3,
004,MBB DEUPS,ES,47186,47191,3,
004,MBB DEUPS,ES,47194,47194,3,
004,MBB DEUPS,ES,47196,47318,3,
004,MBB DEUPS,ES,47321,47360,3,
004,MBB DEUPS,ES,47410,47410,3,
004,MBB DEUPS,ES,47412,47417,3,
004,MBB DEUPS,ES,47419,47450,3,
004,MBB DEUPS,ES,47452,47453,3,
004,MBB DEUPS,ES,47455,47460,3,
004,MBB DEUPS,ES,47462,47508,3,
004,MBB DEUPS,ES,47510,47539,3,
004,MBB DEUPS,ES,47541,47605,3,
004,MBB DEUPS,ES,47607,47609,3,
004,MBB DEUPS,ES,47620,47640,3,
004,MBB DEUPS,ES,47641,47670,3,
004,MBB DEUPS,ES,47672,47675,3,
004,MBB DEUPS,ES,47677,47690,3,
004,MBB DEUPS,ES,47692,47812,3,
004,MBB DEUPS,ES,47814,47814,3,
004,MBB DEUPS,ES,47816,47830,3,
004,MBB DEUPS,ES,47832,47880,3,
004,MBB DEUPS,ES,47882,47882,3,
004,MBB DEUPS,ES,47884,47999,3,
004,MBB DEUPS,ES,48111,48145,3,
004,MBB DEUPS,ES,48190,48193,3,
004,MBB DEUPS,ES,48210,48212,3,
004,MBB DEUPS,ES,48249,48249,3,
004,MBB DEUPS,ES,48270,48275,3,
004,MBB DEUPS,ES,48277,48279,3,
004,MBB DEUPS,ES,48281,48290,3,
004,MBB DEUPS,ES,48292,48292,3,
004,MBB DEUPS,ES,48309,48329,3,
004,MBB DEUPS,ES,48350,48360,3,
004,MBB DEUPS,ES,48380,48389,3,
004,MBB DEUPS,ES,48391,48391,3,
004,MBB DEUPS,ES,48393,48449,3,
004,MBB DEUPS,ES,48451,48460,3,
004,MBB DEUPS,ES,48491,48497,3,
004,MBB DEUPS,ES,48499,48499,3,
004,MBB DEUPS,ES,48501,48507,3,
004,MBB DEUPS,ES,48520,48529,3,
004,MBB DEUPS,ES,48531,48549,3,
004,MBB DEUPS,ES,48611,48619,3,
004,MBB DEUPS,ES,48621,48629,3,
004,MBB DEUPS,ES,48631,48639,3,
004,MBB DEUPS,ES,48641,48649,3,
004,MBB DEUPS,ES,48651,48699,3,
004,MBB DEUPS,ES,48701,48859,3,
004,MBB DEUPS,ES,48861,48869,3,
004,MBB DEUPS,ES,48871,48898,3,
004,MBB DEUPS,ES,49100,49159,3,
004,MBB DEUPS,ES,49162,49162,3,
004,MBB DEUPS,ES,49167,49174,3,
004,MBB DEUPS,ES,49176,49594,3,
004,MBB DEUPS,ES,49610,49799,3,
004,MBB DEUPS,ES,49801,49999,3,
004,MBB DEUPS,ES,50101,50170,3,
004,MBB DEUPS,ES,50173,50178,3,
004,MBB DEUPS,ES,50191,50195,3,
004,MBB DEUPS,ES,50198,50238,3,
004,MBB DEUPS,ES,50240,50245,3,
004,MBB DEUPS,ES,50247,50249,3,
004,MBB DEUPS,ES,50251,50289,3,
004,MBB DEUPS,ES,50291,50297,3,
004,MBB DEUPS,ES,50299,50299,3,
004,MBB DEUPS,ES,50310,50320,3,
004,MBB DEUPS,ES,50322,50349,3,
004,MBB DEUPS,ES,50351,50399,3,
004,MBB DEUPS,ES,50401,50409,3,
004,MBB DEUPS,ES,50411,50411,3,
004,MBB DEUPS,ES,50431,50491,3,
004,MBB DEUPS,ES,50510,50539,3,
004,MBB DEUPS,ES,50541,50596,3,
004,MBB DEUPS,ES,50610,50619,3,
004,MBB DEUPS,ES,50621,50629,3,
004,MBB DEUPS,ES,50631,50638,3,
004,MBB DEUPS,ES,50640,50659,3,
004,MBB DEUPS,ES,50661,50689,3,
004,MBB DEUPS,ES,50691,50719,3,
004,MBB DEUPS,ES,50721,50729,3,
004,MBB DEUPS,ES,50731,50819,3,
004,MBB DEUPS,ES,50821,50829,3,
004,MBB DEUPS,ES,50831,50999,3,
004,MBB DEUPS,SE,13025,13061,3,
004,MBB DEUPS,SE,13406,13408,3,
004,MBB DEUPS,SE,13460,13469,3,
004,MBB DEUPS,SE,13900,13990,3,
004,MBB DEUPS,SE,14770,14899,3,
004,MBB DEUPS,SE,17892,17892,3,
004,MBB DEUPS,SE,18270,18270,3,
004,MBB DEUPS,SE,18403,18403,3,
004,MBB DEUPS,SE,18495,18497,3,
004,MBB DEUPS,SE,18599,18599,3,
004,MBB DEUPS,SE,26013,26013,3,
004,MBB DEUPS,SE,27000,27099,3,
004,MBB DEUPS,SE,27200,27230,3,
004,MBB DEUPS,SE,27233,27236,3,
004,MBB DEUPS,SE,27238,27260,3,
004,MBB DEUPS,SE,27262,27334,3,
004,MBB DEUPS,SE,27337,27399,3,
004,MBB DEUPS,SE,27500,27533,3,
004,MBB DEUPS,SE,27535,27535,3,
004,MBB DEUPS,SE,27538,27538,3,
004,MBB DEUPS,SE,27540,27999,3,
004,MBB DEUPS,SE,28300,28330,3,
004,MBB DEUPS,SE,28332,28395,3,
004,MBB DEUPS,SE,31050,31106,3,
004,MBB DEUPS,SE,31193,31204,3,
004,MBB DEUPS,SE,31206,31207,3,
004,MBB DEUPS,SE,31240,31261,3,
004,MBB DEUPS,SE,31301,31433,3,
004,MBB DEUPS,SE,31435,32999,3,
004,MBB DEUPS,SE,35591,35597,3,
004,MBB DEUPS,SE,36010,36027,3,
004,MBB DEUPS,SE,43080,43085,3,
004,MBB DEUPS,SE,43090,43097,3,
004,MBB DEUPS,SE,45045,45045,3,
004,MBB DEUPS,SE,45063,45063,3,
004,MBB DEUPS,SE,45084,45084,3,
004,MBB DEUPS,SE,45204,45205,3,
004,MBB DEUPS,SE,47491,47491,3,
004,MBB DEUPS,SE,56034,56034,3,
004,MBB DEUPS,SE,57091,57091,3,
004,MBB DEUPS,SE,57474,57474,3,
004,MBB DEUPS,SE,57993,57993,3,
004,MBB DEUPS,SE,59091,59091,3,
004,MBB DEUPS,SE,59092,59092,3,
004,MBB DEUPS,SE,59094,59094,3,
004,MBB DEUPS,SE,59891,59891,3,
004,MBB DEUPS,SE,61028,61028,3,
004,MBB DEUPS,SE,61042,61042,3,
004,MBB DEUPS,SE,61075,61075,3,
004,MBB DEUPS,SE,61191,61191,3,
004,MBB DEUPS,SE,61492,61492,3,
004,MBB DEUPS,SE,61595,61595,3,
004,MBB DEUPS,SE,62010,62199,3,
004,MBB DEUPS,SE,64023,64024,3,
004,MBB DEUPS,SE,64601,64729,3,
004,MBB DEUPS,SE,64731,64731,3,
004,MBB DEUPS,SE,64733,64793,3,
004,MBB DEUPS,SE,66050,66050,3,
004,MBB DEUPS,SE,66194,66194,3,
004,MBB DEUPS,SE,66491,66491,3,
004,MBB DEUPS,SE,66532,66533,3,
004,MBB DEUPS,SE,66631,66631,3,
004,MBB DEUPS,SE,66691,66691,3,
004,MBB DEUPS,SE,66731,66732,3,
004,MBB DEUPS,SE,66831,66831,3,
004,MBB DEUPS,SE,66840,66840,3,
004,MBB DEUPS,SE,67010,67010,3,
004,MBB DEUPS,SE,67020,67020,3,
004,MBB DEUPS,SE,67040,67040,3,
004,MBB DEUPS,SE,67141,67141,3,
004,MBB DEUPS,SE,67191,67191,3,
004,MBB DEUPS,SE,67231,67231,3,
004,MBB DEUPS,SE,67291,67292,3,
004,MBB DEUPS,SE,67332,67332,3,
004,MBB DEUPS,SE,68071,68071,3,
004,MBB DEUPS,SE,68191,68191,3,
004,MBB DEUPS,SE,68193,68193,3,
004,MBB DEUPS,SE,68333,68333,3,
004,MBB DEUPS,SE,68340,68340,3,
004,MBB DEUPS,SE,68393,68393,3,
004,MBB DEUPS,SE,68431,68432,3,
004,MBB DEUPS,SE,68492,68492,3,
004,MBB DEUPS,SE,68530,68530,3,
004,MBB DEUPS,SE,68594,68594,3,
004,MBB DEUPS,SE,68630,68631,3,
004,MBB DEUPS,SE,68633,68633,3,
004,MBB DEUPS,SE,68635,68635,3,
004,MBB DEUPS,SE,68693,68693,3,
004,MBB DEUPS,SE,68696,68696,3,
004,MBB DEUPS,SE,69394,69394,3,
004,MBB DEUPS,SE,69491,69491,3,
004,MBB DEUPS,SE,69495,69495,3,
004,MBB DEUPS,SE,69595,69595,3,
004,MBB DEUPS,SE,71178,71178,3,
004,MBB DEUPS,SE,71198,71198,3,
004,MBB DEUPS,SE,71232,71232,3,
004,MBB DEUPS,SE,71295,71295,3,
004,MBB DEUPS,SE,71531,71531,3,
004,MBB DEUPS,SE,71694,71694,3,
004,MBB DEUPS,SE,74010,74010,3,
004,MBB DEUPS,SE,74021,74021,3,
004,MBB DEUPS,SE,74045,74045,3,
004,MBB DEUPS,SE,74294,74294,3,
004,MBB DEUPS,SE,74432,74432,3,
004,MBB DEUPS,SE,74451,74451,3,
004,MBB DEUPS,SE,76010,76010,3,
004,MBB DEUPS,SE,76015,76015,3,
004,MBB DEUPS,SE,76019,76019,3,
004,MBB DEUPS,SE,76031,76031,3,
004,MBB DEUPS,SE,76040,76040,3,
004,MBB DEUPS,SE,76042,76042,3,
004,MBB DEUPS,SE,77014,77014,3,
004,MBB DEUPS,SE,77441,77441,3,
004,MBB DEUPS,SE,77492,77492,3,
004,MBB DEUPS,SE,77692,77692,3,
004,MBB DEUPS,SE,77793,77793,3,
004,MBB DEUPS,SE,78050,78050,3,
004,MBB DEUPS,SE,78233,78234,3,
004,MBB DEUPS,SE,78330,78330,3,
004,MBB DEUPS,SE,78350,78350,3,
004,MBB DEUPS,SE,79015,85120,3,
004,MBB DEUPS,SE,85122,89999,3,
004,MBB DEUPS,UK,AB37,AB38,3,
004,MBB DEUPS,UK,AB44,AB45,3,
004,MBB DEUPS,UK,AB53,AB56,3,
004,MBB DEUPS,UK,CA18,CA27,3,
004,MBB DEUPS,UK,HS1,HS9,3,
004,MBB DEUPS,UK,IM,IM,3,
004,MBB DEUPS,UK,IV14,IV28,3,
004,MBB DEUPS,UK,IV30,IV32,3,
004,MBB DEUPS,UK,IV36,IV36,3,
004,MBB DEUPS,UK,IV40,IV56,3,
004,MBB DEUPS,UK,IV7,IV7,3,
004,MBB DEUPS,UK,IV9,IV12,3,
004,MBB DEUPS,UK,KA27,KA28,3,
004,MBB DEUPS,UK,KW,KW,3,
004,MBB DEUPS,UK,LA15,LA23,3,
004,MBB DEUPS,UK,PA20,PA20,3,
004,MBB DEUPS,UK,PA21,PA38,3,
004,MBB DEUPS,UK,PA41,PA41,3,
004,MBB DEUPS,UK,PA42,PA49,3,
004,MBB DEUPS,UK,PA60,PA60,3,
004,MBB DEUPS,UK,PA61,PA78,3,
004,MBB DEUPS,UK,PA80,PA88,3,
004,MBB DEUPS,UK,PH17,PH26,3,
004,MBB DEUPS,UK,PH30,PH44,3,
004,MBB DEUPS,UK,PH49,PH50,3,
004,MBB DEUPS,UK,TR21,TR25,3,
004,MBB DEUPS,UK,ZE,ZE,3,
